step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
94,TRANSFER,460635.8,C1586676521,460635.8,0.0,C94475674,0.0,0.0,1,0
186,PAYMENT,5878.36,C456236015,0.0,0.0,M715195853,0.0,0.0,0,0
380,TRANSFER,343178.5,C665422895,0.0,0.0,C1748350579,844382.94,1.1875614e+06,0,0
227,CASH_OUT,221889.6,C1092608044,0.0,0.0,C690477056,607178.4,829067.94,0,0
306,CASH_IN,176684.45,C1553035118,3.164941e+06,3.3416252e+06,C934058959,1.5214579e+06,1.3447734e+06,0,0
680,TRANSFER,28399.72,C916162513,28399.72,0.0,C1708739,0.0,0.0,1,0
355,PAYMENT,2131.82,C1034101253,92132.0,90000.18,M1670428288,0.0,0.0,0,0
40,CASH_OUT,73105.96,C1674440217,0.0,0.0,C1839682472,791897.5,865003.5,0,0
299,PAYMENT,23476.17,C69311667,0.0,0.0,M614193954,0.0,0.0,0,0
204,PAYMENT,14551.74,C187972514,0.0,0.0,M402491161,0.0,0.0,0,0
397,CASH_OUT,300680.7,C431642418,0.0,0.0,C872683861,369420.94,670101.6,0,0
256,CASH_OUT,70696.74,C40915366,70696.74,0.0,C1875866923,90517.55,161214.3,1,0
165,CASH_IN,126040.84,C1012679980,82658.61,208699.45,C1533876170,1.4827861e+06,1.3567454e+06,0,0
349,CASH_OUT,269925.3,C1002863664,0.0,0.0,C44722149,4.206316e+06,4.4762415e+06,0,0
94,CASH_IN,214804.89,C1341194618,3.2675002e+06,3.4823052e+06,C687632633,336479.62,121674.72,0,0
136,CASH_IN,61752.13,C322817249,11676.0,73428.13,C535804666,1.1635705e+06,1.1018184e+06,0,0
41,CASH_OUT,155399.19,C2034590497,28563.0,0.0,C505214781,0.0,155399.19,0,0
328,CASH_IN,291803.44,C1294164861,22946.0,314749.44,C849949025,407555.78,115752.34,0,0
17,CASH_IN,154028.05,C1053008813,3.3974628e+06,3.5514908e+06,C185217866,155376.06,1348.0,0,0
41,CASH_OUT,194035.94,C1021192914,169.0,0.0,C953269798,2.152982e+06,2.5747098e+06,0,0
283,CASH_OUT,17236.15,C993109677,212.0,0.0,C1869400026,0.0,17236.15,0,0
163,CASH_IN,271938.56,C984523540,2.0067798e+07,2.0339738e+07,C1815545543,1.3784496e+06,1.106511e+06,0,0
226,CASH_IN,160810.2,C333612330,0.0,160810.2,C993345177,750850.5,441144.16,0,0
325,PAYMENT,26891.98,C399217890,0.0,0.0,M1873714109,0.0,0.0,0,0
137,TRANSFER,343168.38,C1937000851,0.0,0.0,C471811727,1.991775e+06,2.3349435e+06,0,0
690,CASH_OUT,343429.34,C2015128737,343429.34,0.0,C1083108858,111504.02,454933.38,1,0
205,TRANSFER,116550.34,C1190142674,0.0,0.0,C456168254,2.0061e+06,2.1226505e+06,0,0
204,CASH_IN,89581.09,C1718542188,9.224541e+06,9.314122e+06,C1635706135,164425.4,74844.31,0,0
707,CASH_OUT,4676.42,C812117475,4676.42,0.0,C765380392,0.0,4676.42,1,0
16,CASH_OUT,139659.77,C1333612219,107907.36,0.0,C1817526721,211068.2,632099.2,0,0
162,CASH_OUT,85832.91,C1232583197,0.0,0.0,C529045218,1.5665748e+06,1.6524078e+06,0,0
35,CASH_OUT,81749.32,C1274007193,40129.0,0.0,C110202882,533291.06,615040.4,0,0
464,CASH_OUT,1.2190626e+06,C1256913473,1.2190626e+06,0.0,C967785353,278750.5,1.4978131e+06,1,0
281,CASH_IN,176678.84,C1209773731,95529.0,272207.84,C1847853396,0.0,0.0,0,0
20,CASH_OUT,68644.52,C1541821832,0.0,0.0,C2080112237,782096.5,1.0183856e+06,0,0
203,PAYMENT,7763.27,C328197038,0.0,0.0,M1109153897,0.0,0.0,0,0
155,CASH_IN,51136.41,C1543440183,50902.0,102038.41,C1843684228,1.2483484e+06,1.197212e+06,0,0
156,PAYMENT,3740.18,C1182237266,0.0,0.0,M720723972,0.0,0.0,0,0
509,CASH_OUT,40836.05,C407271321,40836.05,0.0,C2052825559,1.1254714e+06,1.1663075e+06,1,0
250,CASH_IN,189375.5,C1563498472,106311.0,295686.5,C1564027232,5082.0,0.0,0,0
163,PAYMENT,1646.06,C1867936536,2700.0,1053.94,M432432770,0.0,0.0,0,0
723,TRANSFER,1.232698e+06,C981935704,1.232698e+06,0.0,C786585564,0.0,0.0,1,0
359,PAYMENT,26458.67,C1651863225,8360.5,0.0,M1112977085,0.0,0.0,0,0
154,PAYMENT,2383.84,C84576634,98817.0,96433.16,M1849028683,0.0,0.0,0,0
12,CASH_OUT,400075.12,C849203972,0.0,0.0,C371558806,1.8105011e+06,3.306318e+06,0,0
189,TRANSFER,6564.86,C437559600,15853.0,9288.14,C967313469,2.8402745e+06,2.8468392e+06,0,0
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,0
375,PAYMENT,6420.31,C1226215007,0.0,0.0,M562609868,0.0,0.0,0,0
201,PAYMENT,7566.57,C191022874,104585.0,97018.43,M1425519843,0.0,0.0,0,0
350,CASH_OUT,148336.42,C1897412902,49540.0,0.0,C417247006,372243.72,520580.12,0,0
47,PAYMENT,1016.83,C1413188904,36941.0,35924.17,M787093315,0.0,0.0,0,0
131,CASH_OUT,179456.27,C1176785566,3456.96,0.0,C596168920,4.4180045e+06,4.7238505e+06,0,0
705,TRANSFER,105269.81,C1948033294,105269.81,0.0,C19292778,0.0,0.0,1,0
542,CASH_OUT,127259.3,C1598321909,33806.0,0.0,C1640532000,1.6927506e+07,1.7054764e+07,0,0
332,PAYMENT,7096.45,C256057521,628.0,0.0,M854372537,0.0,0.0,0,0
159,TRANSFER,20225.17,C570327586,20225.17,0.0,C2065540881,0.0,0.0,1,0
159,PAYMENT,3394.01,C74030812,49239.0,45844.99,M661940923,0.0,0.0,0,0
164,CASH_OUT,135429.98,C585069928,55781.0,0.0,C1533171902,5.909709e+06,6.045139e+06,0,0
41,PAYMENT,4248.31,C524809396,57739.0,53490.69,M1280044458,0.0,0.0,0,0
181,PAYMENT,635.82,C723327321,0.0,0.0,M1103656790,0.0,0.0,0,0
37,PAYMENT,2116.64,C1619060930,0.0,0.0,M940328394,0.0,0.0,0,0
256,CASH_OUT,218287.77,C1508151130,0.0,0.0,C1189179252,3.9997642e+06,4.218052e+06,0,0
135,CASH_OUT,198465.17,C158231912,0.0,0.0,C472316404,4.1776438e+06,4.376109e+06,0,0
20,CASH_IN,155823.19,C1346234731,159461.94,315285.12,C1014957379,8.762746e+06,8.606923e+06,0,0
331,CASH_OUT,226323.77,C1505711421,0.0,0.0,C870958103,233062.73,459386.47,0,0
8,CASH_IN,66913.43,C1797332467,3.727113e+06,3.7940265e+06,C1327282178,322728.9,169800.16,0,0
33,PAYMENT,23982.43,C577095544,0.0,0.0,M1756660380,0.0,0.0,0,0
694,PAYMENT,3325.54,C235315131,27804.0,24478.46,M717238064,0.0,0.0,0,0
210,CASH_IN,101680.07,C666081817,220323.0,322003.06,C588781581,0.0,0.0,0,0
310,TRANSFER,2.0810515e+06,C568675237,2.0810515e+06,0.0,C1502060896,0.0,0.0,1,0
162,CASH_OUT,44576.29,C52634462,0.0,0.0,C1432434767,1.3712901e+06,1.4158664e+06,0,0
10,CASH_OUT,453137.78,C1395341532,4689.0,0.0,C773216199,1.5489089e+06,2.030564e+06,0,0
399,PAYMENT,12070.37,C2131332270,270665.47,258595.1,M547877153,0.0,0.0,0,0
273,PAYMENT,10456.38,C1225966671,0.0,0.0,M1713852193,0.0,0.0,0,0
189,TRANSFER,408520.38,C864790360,0.0,0.0,C1391201154,508926.9,917447.25,0,0
188,CASH_OUT,79012.55,C418413280,39596.0,0.0,C1750622044,1.0361009e+07,1.0440021e+07,0,0
402,CASH_OUT,128904.69,C1823489278,126803.0,0.0,C133299127,1.360213e+06,1.4891178e+06,0,0
374,PAYMENT,26507.08,C2077043781,0.0,0.0,M753430772,0.0,0.0,0,0
396,CASH_IN,343282.34,C961141805,55188.0,398470.34,C96603111,1.0402388e+06,696956.44,0,0
605,CASH_OUT,251118.05,C937391405,251118.05,0.0,C1714851618,0.0,251118.05,1,0
299,CASH_IN,120718.85,C509140107,8.423383e+06,8.544101e+06,C46931455,893786.1,773067.25,0,0
232,CASH_IN,148918.78,C235491273,4.593736e+06,4.742655e+06,C234487647,152425.9,3507.11,0,0
401,PAYMENT,15787.62,C1850427996,25615.0,9827.38,M1275082522,0.0,0.0,0,0
227,PAYMENT,55178.42,C1457020421,70169.0,14990.58,M1813728071,0.0,0.0,0,0
185,CASH_OUT,41843.17,C661760606,166047.0,124203.83,C180821750,0.0,41843.17,0,0
41,CASH_OUT,205638.72,C853330704,80492.0,0.0,C1027184193,327797.2,533435.9,0,0
299,TRANSFER,1.179123e+06,C819112905,16006.0,0.0,C1742812103,9677.84,1.1888009e+06,0,0
139,TRANSFER,11653.98,C1377280897,11653.98,0.0,C1616326954,0.0,0.0,1,0
177,PAYMENT,3482.89,C145589495,11493.0,8010.11,M686866698,0.0,0.0,0,0
349,CASH_OUT,74902.97,C692123195,231589.0,156686.03,C1294614081,0.0,74902.97,0,0
207,CASH_OUT,142214.52,C335271871,0.0,0.0,C385183154,1.1090579e+06,1.2512724e+06,0,0
395,CASH_IN,75032.6,C1036571307,39968.0,115000.6,C807556315,0.0,0.0,0,0
260,CASH_IN,304940.4,C1933055678,3.2064212e+06,3.5113618e+06,C1589351925,1.3083272e+06,825364.44,0,0
560,TRANSFER,357882.84,C496377670,357882.84,0.0,C1095351700,0.0,0.0,1,0
231,CASH_IN,309409.53,C295570502,687709.0,997118.56,C1301000864,5.456457e+06,5.1470475e+06,0,0
77,CASH_OUT,5.7150045e+06,C1519833841,5.7150045e+06,0.0,C1856760155,318309.22,6.0333135e+06,1,0
228,CASH_OUT,317254.16,C970126790,0.0,0.0,C641557559,394217.6,711471.75,0,0
394,CASH_OUT,219145.34,C583309081,11643.0,0.0,C1763841646,205114.8,424260.12,0,0
358,PAYMENT,7918.16,C1478090850,192046.8,184128.64,M539835259,0.0,0.0,0,0
277,CASH_OUT,112636.97,C824160459,1202.66,0.0,C782860253,152238.7,264875.7,0,0
439,PAYMENT,4196.21,C1204567453,0.0,0.0,M1424072061,0.0,0.0,0,0
355,TRANSFER,160976.25,C1387061271,96048.0,0.0,C474833317,56368.51,217344.75,0,0
614,CASH_IN,408684.88,C1520427508,157470.25,566155.1,C1703081292,4.4441405e+06,4.0354555e+06,0,0
191,CASH_OUT,89136.92,C428160666,200626.0,111489.08,C1838072419,1.2105359e+06,1.2996728e+06,0,0
162,PAYMENT,3823.67,C549928455,136211.0,132387.33,M2132544327,0.0,0.0,0,0
138,CASH_IN,36276.58,C442911587,1.4495128e+07,1.4531404e+07,C122321106,58461.38,22184.81,0,0
307,CASH_OUT,272187.2,C1661574690,272187.2,0.0,C1460474682,0.0,272187.2,1,0
323,CASH_OUT,112649.82,C639759912,74650.67,0.0,C1601533671,1.3674799e+06,1.1673876e+06,0,0
619,CASH_OUT,595854.2,C630264516,595854.2,0.0,C533475221,1.7946609e+06,2.390515e+06,1,0
301,PAYMENT,5234.35,C1821884108,4824.46,0.0,M262252575,0.0,0.0,0,0
301,CASH_IN,331262.47,C1080667548,470.0,331732.47,C1383668867,0.0,0.0,0,0
208,CASH_IN,395766.84,C1802100540,20271.0,416037.84,C1866251295,3.4512428e+06,3.055476e+06,0,0
193,PAYMENT,15802.26,C1240174133,11285.0,0.0,M1985828370,0.0,0.0,0,0
375,TRANSFER,941706.56,C1350660858,50525.0,0.0,C49825576,194815.86,1.1365224e+06,0,0
9,CASH_IN,48320.94,C560197278,198415.31,246736.27,C1133144951,62886.0,0.0,0,0
184,CASH_OUT,51326.11,C479294443,0.0,0.0,C1690808262,7.4303635e+06,7.4816895e+06,0,0
565,CASH_IN,332850.06,C2085511325,5.030291e+06,5.363141e+06,C905397336,3.3168455e+06,2.9839955e+06,0,0
21,TRANSFER,1.7296285e+06,C1981414161,0.0,0.0,C1134395461,2.105977e+06,3.8356055e+06,0,0
201,CASH_OUT,416589.12,C415023079,21289.0,0.0,C1197338093,477090.22,893679.3,0,0
203,CASH_IN,61057.55,C73189441,9.67627e+06,9.737328e+06,C1445557695,1.086774e+06,1.02571644e+06,0,0
140,CASH_IN,16627.39,C391073883,2.1256748e+07,2.1273376e+07,C1566772014,740253.4,866808.06,0,0
269,TRANSFER,676882.3,C1627918307,676882.3,0.0,C1636966593,0.0,0.0,1,0
284,CASH_OUT,739584.3,C1523298482,739584.3,0.0,C1232537312,76425.35,903164.0,1,0
469,TRANSFER,740779.3,C1800391397,0.0,0.0,C1818336904,919139.0,1.6599182e+06,0,0
397,CASH_OUT,329008.06,C380452476,152.0,0.0,C2031093402,250256.69,579264.75,0,0
13,TRANSFER,2.686564e+06,C364029634,2.686564e+06,0.0,C2041291172,0.0,0.0,1,0
15,PAYMENT,13822.6,C287942736,25796.0,11973.4,M877858264,0.0,0.0,0,0
310,DEBIT,1329.87,C1661546433,41233.0,39903.13,C1315356436,2.9308898e+06,2.9322198e+06,0,0
608,PAYMENT,2706.99,C1167950611,0.0,0.0,M51464051,0.0,0.0,0,0
135,CASH_OUT,352499.06,C1910981740,0.0,0.0,C1206747241,6.262821e+06,6.6153205e+06,0,0
214,CASH_OUT,556399.7,C581343758,0.0,0.0,C1893678670,1.03671325e+06,1.593113e+06,0,0
253,CASH_OUT,220153.45,C1595512109,455.0,0.0,C1701531618,63875.88,284029.34,0,0
414,CASH_OUT,3.2854755e+06,C959785140,3.2854755e+06,0.0,C473805746,746119.8,4.0315952e+06,1,0
298,CASH_OUT,193631.66,C406454860,0.0,0.0,C1210011220,198503.16,392134.8,0,0
227,PAYMENT,14502.23,C181167369,21248.0,6745.77,M1464518489,0.0,0.0,0,0
34,CASH_OUT,22800.41,C352486546,0.0,0.0,C1114929268,525173.8,547974.2,0,0
187,CASH_OUT,384879.94,C1396141057,53882.0,0.0,C1746069404,163444.16,548324.06,0,0
395,CASH_OUT,185200.05,C751896158,184146.0,0.0,C2088951309,352551.7,823268.94,0,0
374,PAYMENT,10758.13,C1411734809,0.0,0.0,M513530275,0.0,0.0,0,0
43,CASH_OUT,52877.11,C2110728555,0.0,0.0,C656141632,319034.25,316248.4,0,0
312,PAYMENT,11000.99,C527206426,323792.75,312791.75,M1546600537,0.0,0.0,0,0
352,TRANSFER,166456.55,C2019110541,166456.55,0.0,C2098382104,0.0,0.0,1,0
278,PAYMENT,1517.65,C243113056,13891.33,12373.68,M1743351248,0.0,0.0,0,0
207,TRANSFER,487070.78,C380251357,115099.0,0.0,C589625177,0.0,487070.78,0,0
290,CASH_OUT,559565.8,C1760459612,559565.8,0.0,C1179364463,310264.16,869830.0,1,0
255,CASH_OUT,193014.19,C1101676266,949.0,0.0,C39787031,2.359807e+06,2.5528212e+06,0,0
400,CASH_OUT,360006.1,C793441571,0.0,0.0,C1819633582,1.1633556e+06,1.5233616e+06,0,0
130,CASH_OUT,201988.55,C768827256,201988.55,0.0,C136499939,0.0,201988.55,1,0
332,PAYMENT,41912.01,C1320434161,2868.42,0.0,M245964989,0.0,0.0,0,0
395,CASH_IN,69611.36,C1383407573,1.1907767e+07,1.1977378e+07,C1188190677,175275.02,105663.65,0,0
230,CASH_OUT,20510.15,C319057863,0.0,0.0,C1409402536,3.1966885e+06,3.2171988e+06,0,0
138,CASH_IN,159309.77,C287918651,7.3033425e+06,7.4626525e+06,C1012896951,536510.8,377201.03,0,0
18,CASH_OUT,110928.96,C414162427,0.0,0.0,C1573070769,184808.25,350946.66,0,0
48,CASH_IN,157646.38,C1466468859,1.7281306e+06,1.885777e+06,C840226669,1.1812616e+06,1.0236153e+06,0,0
356,CASH_OUT,401949.25,C1992023734,0.0,0.0,C308162703,435349.03,837298.25,0,0
41,PAYMENT,15897.57,C1451191301,38430.0,22532.43,M1344689686,0.0,0.0,0,0
299,CASH_OUT,295130.53,C122061686,53519.0,0.0,C1045927011,0.0,295130.53,0,0
327,CASH_IN,85071.81,C918633351,1.2426118e+07,1.251119e+07,C1689511486,438968.84,353897.03,0,0
15,PAYMENT,13590.52,C1340080876,224564.9,210974.39,M60787988,0.0,0.0,0,0
283,CASH_OUT,171030.64,C71142497,70049.0,0.0,C1196838141,825628.0,996658.6,0,0
131,CASH_IN,120978.37,C1141462927,5.0359185e+06,5.1568965e+06,C602784542,639293.6,518315.25,0,0
182,CASH_OUT,33887.14,C638722581,0.0,0.0,C1077560168,1.9759584e+06,2.0098455e+06,0,0
307,CASH_OUT,188904.88,C166118181,71221.0,0.0,C1167306354,457851.9,646756.8,0,0
259,PAYMENT,8301.31,C1516556722,0.0,0.0,M1538617796,0.0,0.0,0,0
131,CASH_IN,557113.06,C960630150,9.012252e+06,9.569365e+06,C288196018,1.2444016e+06,687288.56,0,0
359,PAYMENT,23117.42,C644955322,0.0,0.0,M1757501613,0.0,0.0,0,0
23,PAYMENT,19062.4,C1709095249,17487.0,0.0,M2027428077,0.0,0.0,0,0
140,PAYMENT,6449.09,C1204157879,11688.26,5239.17,M423730841,0.0,0.0,0,0
25,TRANSFER,249159.27,C862942009,249159.27,0.0,C1488413166,0.0,0.0,1,0
250,PAYMENT,4456.32,C1814618614,227634.05,223177.7,M1127842192,0.0,0.0,0,0
452,CASH_OUT,7.5781305e+06,C1390409394,7.5781305e+06,0.0,C1709267320,1.9228372e+06,9.500968e+06,1,0
586,PAYMENT,13882.53,C32343218,12495.0,0.0,M613275177,0.0,0.0,0,0
349,PAYMENT,337.74,C963107266,0.0,0.0,M587017161,0.0,0.0,0,0
394,CASH_OUT,159045.98,C1900686054,0.0,0.0,C1749670804,1.1212308e+07,1.1371354e+07,0,0
323,TRANSFER,7.596887e+06,C926688459,7.596887e+06,0.0,C1810250799,0.0,0.0,1,0
352,CASH_OUT,60407.18,C1481409679,82954.0,22546.82,C359819685,0.0,60407.18,0,0
251,CASH_OUT,282771.4,C486830409,32195.0,0.0,C736243376,0.0,282771.4,0,0
522,CASH_IN,263998.94,C1431028671,41828.0,305826.94,C1693882464,0.0,0.0,0,0
161,CASH_IN,274425.9,C230195374,104635.0,379060.9,C118595268,0.0,0.0,0,0
548,CASH_OUT,39068.49,C1053145775,0.0,0.0,C1802696449,1.0978291e+06,1.1368976e+06,0,0
383,PAYMENT,9733.56,C1129310007,15315.0,5581.44,M1467327178,0.0,0.0,0,0
186,CASH_IN,65183.75,C302740530,14795.0,79978.75,C773774963,51475.62,0.0,0,0
230,CASH_OUT,111000.81,C456971766,40478.0,0.0,C2119424480,400247.44,511248.22,0,0
401,CASH_OUT,166117.73,C1318711287,0.0,0.0,C1547162206,1.7039661e+06,1.8700839e+06,0,0
378,CASH_OUT,36935.87,C2628089,1471.0,0.0,C1103386083,34374.97,71310.83,0,0
282,CASH_IN,17015.05,C1266999585,6.2991425e+06,6.3161575e+06,C626560229,372283.6,355268.56,0,0
254,PAYMENT,9775.85,C977885047,632.0,0.0,M945368137,0.0,0.0,0,0
362,CASH_OUT,60314.32,C1209135917,60314.32,0.0,C2133064223,181574.4,241888.72,1,0
617,CASH_OUT,1e+07,C1677039996,1e+07,0.0,C454550281,0.0,1e+07,1,0
13,CASH_OUT,318001.5,C1155264625,81366.0,0.0,C1386380618,168413.88,486415.38,0,0
410,TRANSFER,2.8760105e+06,C22941522,2.8760105e+06,0.0,C1821408221,0.0,0.0,1,0
402,CASH_OUT,322906.4,C1400475751,14439.0,0.0,C2061923711,668307.9,991214.3,0,0
18,CASH_OUT,63111.85,C1720576553,56665.0,0.0,C1941488524,0.0,63111.85,0,0
50,TRANSFER,967153.5,C850743663,967153.5,0.0,C1137540009,0.0,0.0,1,0
119,CASH_IN,170591.45,C1176046271,4.2738405e+06,4.444432e+06,C1005257773,322354.3,151762.88,0,0
542,CASH_OUT,51378.85,C1885140279,0.0,0.0,C69597033,185517.88,236896.73,0,0
339,TRANSFER,1.5322816e+06,C1947091405,1.5322816e+06,0.0,C829302750,0.0,0.0,1,0
10,CASH_OUT,407387.62,C1245616425,1.0701414e+06,662753.75,C1292435170,2.748314e+06,3.1557018e+06,0,0
150,CASH_OUT,1.3359598e+06,C863602835,1.3359598e+06,0.0,C1595218853,73654.55,1.4096142e+06,1,0
351,CASH_OUT,60838.27,C2090372454,6208.0,0.0,C43025192,905774.5,966612.75,0,0
235,TRANSFER,244174.84,C1285985069,0.0,0.0,C1851637805,2.5223852e+06,2.7665602e+06,0,0
332,TRANSFER,359482.9,C1514445109,15719.0,0.0,C1175661777,216.31,359699.22,0,0
378,CASH_OUT,206683.2,C284769695,0.0,0.0,C1086783580,2.0961966e+06,2.3028798e+06,0,0
188,TRANSFER,149639.66,C1811946050,14433.0,0.0,C1412352329,1.4909122e+06,1.6405519e+06,0,0
305,CASH_OUT,402654.44,C853205450,18997.0,0.0,C141215030,274145.4,676799.8,0,0
208,CASH_OUT,83485.3,C918426869,0.0,0.0,C1438541487,709649.44,793134.75,0,0
691,CASH_OUT,473086.28,C258022206,473086.28,0.0,C1286966923,2.2270848e+07,2.2743934e+07,1,0
327,CASH_IN,155120.84,C1976995701,2.5947178e+06,2.7498385e+06,C964727861,404386.84,249265.98,0,0
405,CASH_IN,5629.11,C1795304178,30984.0,36613.11,C155547471,0.0,0.0,0,0
140,PAYMENT,12164.28,C1180247308,2100.0,0.0,M184172007,0.0,0.0,0,0
137,CASH_OUT,1855.78,C1445948583,205086.0,203230.22,C1208681218,139338.64,141194.42,0,0
398,PAYMENT,8294.82,C1160639023,139959.0,131664.19,M838277879,0.0,0.0,0,0
12,PAYMENT,7354.66,C675030837,0.0,0.0,M978032688,0.0,0.0,0,0
306,CASH_IN,321247.12,C2078477585,917390.7,1.2386378e+06,C938589007,4.418224e+06,4.096977e+06,0,0
96,PAYMENT,4551.3,C1034224670,40430.42,35879.12,M1364975948,0.0,0.0,0,0
298,CASH_OUT,100016.13,C136329453,11970.0,0.0,C2084336340,1.0883338e+06,1.1883499e+06,0,0
380,PAYMENT,19942.38,C2018080517,90653.0,70710.62,M1699825727,0.0,0.0,0,0
350,TRANSFER,430865.38,C960183340,11473.0,0.0,C2082635541,0.0,430865.38,0,0
540,CASH_OUT,1.9893112e+06,C393149689,1.9893112e+06,0.0,C928608101,2.4751512e+06,4.4644625e+06,1,0
321,CASH_IN,90385.14,C788046033,154.0,90539.14,C2074771446,1.0305508e+06,940165.6,0,0
492,PAYMENT,20875.63,C767402566,0.0,0.0,M339334948,0.0,0.0,0,0
376,CASH_OUT,68610.32,C2050295982,153885.0,85274.68,C496994940,0.0,68610.32,0,0
138,PAYMENT,18555.39,C233627246,52567.0,34011.61,M382161733,0.0,0.0,0,0
633,CASH_OUT,405400.25,C134085656,405400.25,0.0,C1027510242,707011.56,1.1124118e+06,1,0
380,PAYMENT,13943.34,C30890005,656.0,0.0,M1827748854,0.0,0.0,0,0
44,CASH_OUT,82206.73,C322646777,398671.94,316465.2,C790798176,2.8872748e+06,2.9694815e+06,0,0
346,CASH_OUT,205553.02,C1783783415,0.0,0.0,C1166031655,9.851947e+06,1.00575e+07,0,0
372,CASH_OUT,124885.22,C414002088,0.0,0.0,C1634702191,1.1406286e+07,1.1531172e+07,0,0
257,CASH_IN,147337.06,C298341381,1.0643538e+06,1.2116908e+06,C1726179771,1.1683489e+06,1.0210118e+06,0,0
311,CASH_OUT,98050.29,C1194075950,98050.29,0.0,C2037283628,0.0,98050.29,1,0
13,CASH_OUT,407976.47,C62393352,55716.0,0.0,C524698314,453853.9,1.4566218e+06,0,0
206,CASH_IN,287578.72,C438707328,781194.75,1.0687735e+06,C1916720513,2.0924552e+07,2.0636974e+07,0,0
277,PAYMENT,10692.69,C1307314716,49964.0,39271.31,M1655490110,0.0,0.0,0,0
477,TRANSFER,1.7206009e+06,C535695455,1.7206009e+06,0.0,C888712424,0.0,0.0,1,0
277,CASH_OUT,61168.54,C1049574357,0.0,0.0,C774293068,197398.38,258566.9,0,0
567,PAYMENT,3015.15,C346275879,168882.05,165866.89,M1708524585,0.0,0.0,0,0
187,CASH_OUT,45071.95,C596507381,839347.0,794275.06,C1948555729,0.0,45071.95,0,0
351,PAYMENT,24411.92,C933200953,58134.72,33722.81,M560309693,0.0,0.0,0,0
605,CASH_OUT,147230.62,C1675751864,147230.62,0.0,C1378762120,0.0,147230.62,1,0
325,TRANSFER,325906.97,C259002597,0.0,0.0,C1496833672,758788.06,1.084695e+06,0,0
131,CASH_OUT,6349.32,C2124113997,6404.0,54.68,C449578110,0.0,6349.32,0,0
374,TRANSFER,169635.27,C625359422,0.0,0.0,C762002277,399049.03,568684.3,0,0
660,TRANSFER,227994.78,C121156353,227994.78,0.0,C142613727,0.0,0.0,1,0
253,CASH_IN,435332.62,C1162256315,635886.9,1.0712195e+06,C262191975,596145.56,160812.94,0,0
15,PAYMENT,13784.55,C1666459928,10561.0,0.0,M1144881158,0.0,0.0,0,0
281,TRANSFER,556720.8,C1352632732,556720.8,0.0,C1169865879,0.0,0.0,1,0
301,CASH_OUT,288773.97,C1206495464,438532.0,149758.03,C1318258282,0.0,288773.97,0,0
327,CASH_OUT,1586.56,C855141960,0.0,0.0,C1514494886,51124.89,52711.45,0,0
327,CASH_OUT,18296.36,C201496515,0.0,0.0,C2123457542,593675.1,611971.5,0,0
299,CASH_IN,169909.05,C764849296,2.7719542e+06,2.9418632e+06,C677888626,7.7642845e+06,7.5943755e+06,0,0
469,CASH_OUT,6.484527e+06,C370286354,6.484527e+06,0.0,C1781740019,200765.69,6.6852925e+06,1,0
378,CASH_IN,62928.9,C785789488,260348.44,323277.34,C107374793,77174.46,14245.56,0,0
401,PAYMENT,11642.59,C368558008,11046.0,0.0,M1102234221,0.0,0.0,0,0
398,PAYMENT,3013.22,C1920783785,0.0,0.0,M46661982,0.0,0.0,0,0
231,CASH_OUT,114929.76,C990668995,0.0,0.0,C294776952,398967.47,513897.25,0,0
203,CASH_OUT,466580.7,C1820999886,466580.7,0.0,C838394568,775534.25,1.2421149e+06,1,0
298,CASH_OUT,262979.5,C368481660,2553.0,0.0,C223248299,16548.52,279528.03,0,0
232,CASH_OUT,185405.98,C138087605,0.0,0.0,C1324552098,448180.84,633586.8,0,0
155,CASH_IN,178176.94,C1014210037,377777.38,555954.3,C169649484,1.602187e+06,1.4240101e+06,0,0
613,CASH_OUT,1.425063e+06,C792347661,1.425063e+06,0.0,C54004768,0.0,1.425063e+06,1,0
299,PAYMENT,41461.34,C120128058,0.0,0.0,M2101759687,0.0,0.0,0,0
255,PAYMENT,7943.68,C231661709,12255.0,4311.32,M156411300,0.0,0.0,0,0
265,DEBIT,301.68,C1573433600,191176.0,190874.31,C1109547733,1.0770171e+06,1.0773188e+06,0,0
187,PAYMENT,214.18,C128342584,15031.0,14816.82,M836950280,0.0,0.0,0,0
283,CASH_IN,113561.2,C1879880179,105110.0,218671.2,C1071907929,6.7330265e+06,6.619465e+06,0,0
162,PAYMENT,14876.51,C1239814720,15491.0,614.49,M2081557525,0.0,0.0,0,0
236,CASH_IN,235548.62,C2088074320,8.759485e+06,8.995033e+06,C5535528,498180.0,262631.38,0,0
184,PAYMENT,1763.72,C88319271,0.0,0.0,M633223931,0.0,0.0,0,0
38,CASH_IN,3049.02,C369917201,246095.0,249144.02,C1061582902,189050.81,186001.8,0,0
134,PAYMENT,5470.63,C1687300600,124091.12,118620.48,M1156866406,0.0,0.0,0,0
397,CASH_IN,88845.69,C126228666,7.183113e+06,7.271959e+06,C515875667,9.539336e+06,9.45049e+06,0,0
278,PAYMENT,5894.43,C470833223,7998.0,2103.57,M1411715505,0.0,0.0,0,0
14,CASH_IN,117847.96,C1627347824,7.309492e+06,7.42734e+06,C1138052756,459061.53,424515.66,0,0
